Ticker,Total Return,Annualized Return,Average Volatility
ALV.DE,3.0609812319921836,0.15063657858528545,0.21173729598343152
BAS.DE,0.11877929973740287,0.01130104289514633,0.26032179779231096
BAYN.DE,-0.5480887324567378,-0.07644499552230477,0.29475404015682616
BMW.DE,0.7048424770374713,0.054865297235576316,0.2632153126440984
DTE.DE,1.4949161965279676,0.09585873872097439,0.18393677902470346
ENR.DE,,0.3835782302359674,0.5057279594120174
SAP.DE,2.44589869840891,0.13186994921689532,0.2423511814932458
SIE.DE,3.3021610787172015,0.1573023507536222,0.2650622045239281
