Ticker,Maximum 30D Volatility,Maximum 60D Volatility,Maximum 250D Volatility,Latest 30D Volatility,Latest 60D Volatility,Latest 250D Volatility
ALV.DE,0.9219658843798375,0.7375458947061417,0.4407233234309856,0.15197973534668419,0.17066158508387816,0.205661411102844
BAS.DE,0.7760740331671536,0.667110185559291,0.43001237350605687,0.23669843980304198,0.22654514936919218,0.29477272290845996
BAYN.DE,0.6983829130172535,0.5838641560018059,0.4317284403696727,0.555806167365962,0.44631476727971875,0.3847317613196808
BMW.DE,0.9431173605474052,0.7779633464445794,0.4588120068352023,0.2332784735583879,0.30933566739980073,0.3072308563736152
DTE.DE,0.6139842435810475,0.4929397407654511,0.30115700569677384,0.14206046605682757,0.15977739832232277,0.227164126282699
ENR.DE,1.309136136037859,0.9902722929771998,0.7052155041444774,0.5835508354964327,0.5103401086671598,0.5573743212117758
SAP.DE,0.7033197417014385,0.5325107439605649,0.40136289140491715,0.16952538319439936,0.2314135561676436,0.294228477555704
SIE.DE,0.8325854638062751,0.6667384592353526,0.4183039865283667,0.20615425681102034,0.2907380890209655,0.328706161681131
^GDAXI,0.6900281482405825,0.5506343384741712,0.33228831160068095,0.10975389270443821,0.12412638846293951,0.17723638644267597
