Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,DTE.DE,ENR.DE,SAP.DE,SIE.DE,^GDAXI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,91.92871856689453,38.080589294433594,81.66261291503906,51.65388488769531,10.738348960876465,,59.45411682128906,54.43115234375,10283.4404296875,156.0,67.58000183105469,109.28375244140625,92.25,16.040000915527344,,70.58000183105469,77.10184478759766,10283.4404296875,160.14999389648438,69.30999755859375,111.49797058105469,94.70999908447266,16.354999542236328,,71.76000213623047,79.40957641601562,10485.91015625,155.5,67.08999633789062,108.74250030517578,91.76000213623047,15.904999732971191,,70.0999984741211,76.8133773803711,10248.580078125,160.14999389648438,69.30999755859375,111.49797058105469,94.70999908447266,16.354999542236328,,71.5,79.40957641601562,10485.8095703125,2742295,4949927,3502547,2376296,15083311,,4580799,4811853,119844300.0
2016-01-05,92.2233657836914,37.86644744873047,81.8096923828125,51.41311264038086,10.704874992370605,,60.17012405395508,54.774803161621094,10310.099609375,156.5,67.19999694824219,109.48057556152344,91.81999969482422,15.989999771118164,,71.43000030517578,77.58863067626953,10310.099609375,158.39999389648438,67.97000122070312,109.92341613769531,93.5,16.334999084472656,,71.73999786376953,77.8410415649414,10384.259765625,154.3000030517578,66.12999725341797,107.06954193115234,90.62999725341797,15.885000228881836,,70.16999816894531,76.62406921386719,10173.51953125,158.0,67.31999969482422,107.266357421875,93.41999816894531,16.25,,71.73999786376953,77.07479858398438,10373.26953125,1521606,3310320,2390374,1533191,9436857,,2771848,2939387,84894800.0
2016-01-06,92.51801300048828,37.2353515625,80.63308715820312,49.710914611816406,10.771821975708008,,60.6923828125,54.55842971801758,10214.01953125,157.0,66.08000183105469,107.90602111816406,88.77999877929688,16.09000015258789,,72.05000305175781,77.28213500976562,10214.01953125,158.14999389648438,66.9000015258789,109.4313735961914,91.0,16.145000457763672,,73.77999877929688,77.32720947265625,10288.6796875,155.9499969482422,65.05000305175781,106.13465118408203,87.13999938964844,15.8100004196167,,71.23999786376953,76.12826538085938,10094.1796875,157.14999389648438,66.83000183105469,109.38216400146484,91.0,15.880000114440918,,73.5,77.08381652832031,10288.6796875,1686090,3764782,2162077,2301978,11207194,,3767568,2783496,90465700.0
2016-01-07,90.60282897949219,36.32813262939453,78.57406616210938,47.840736389160156,10.704874992370605,,60.09430694580078,53.51472854614258,9979.849609375,153.75,64.47000122070312,105.15055847167969,85.44000244140625,15.989999771118164,,71.33999633789062,75.80374145507812,9979.849609375,154.9499969482422,65.23999786376953,105.88862609863281,86.0,16.114999771118164,,71.94000244140625,76.27249908447266,10145.4697265625,151.5500030517578,63.45000076293945,103.62520599365234,83.5199966430664,15.475000381469727,,69.5,74.59578704833984,9810.4697265625,153.14999389648438,64.9800033569336,104.80612182617188,85.30000305175781,15.699999809265137,,69.5999984741211,75.43414306640625,10144.169921875,2454430,5364709,3606797,2812427,15776405,,4636705,4448581,128029000.0
2016-01-08,89.45372009277344,35.882972717285156,76.40473175048828,46.72086715698242,10.5475492477417,,59.85002517700195,53.14561462402344,9849.33984375,151.8000030517578,63.68000030517578,102.24747467041016,83.44000244140625,15.755000114440918,,71.05000305175781,75.28089141845703,9849.33984375,156.0,65.52999877929688,106.13465118408203,87.13999938964844,16.229999542236328,,72.4800033569336,77.21903228759766,10122.4599609375,151.8000030517578,63.63999938964844,102.19827270507812,83.41000366210938,15.755000114440918,,71.02999877929688,75.1186294555664,9849.33984375,154.4499969482422,64.44999694824219,105.19976043701172,86.16000366210938,16.045000076293945,,71.9000015258789,76.3987045288086,10010.4697265625,1847223,3828473,3251464,1969156,11868126,,4104441,3856426,98631100.0
2016-01-11,89.80728912353516,35.64067840576172,75.5958251953125,46.55289077758789,10.487297058105469,,60.31332015991211,52.80196762084961,9825.0703125,152.39999389648438,63.25,101.16497039794922,83.13999938964844,15.664999961853027,,71.5999984741211,74.79410552978516,9825.0703125,154.75,64.7300033569336,103.47759246826172,85.58999633789062,15.920000076293945,,72.1500015258789,76.22742462158203,9978.6904296875,150.8000030517578,63.220001220703125,101.16497039794922,82.87999725341797,15.645000457763672,,70.55000305175781,74.79410552978516,9813.01953125,151.0,63.5,101.3617935180664,83.11000061035156,15.645000457763672,,70.62999725341797,75.1186294555664,9814.0400390625,1622793,3456405,3096818,1832479,8735026,,2948824,2835669,92547600.0
2016-01-12,90.92692565917969,36.23796844482422,76.62533569335938,47.510372161865234,10.637928009033203,,62.54559326171875,53.10743713378906,9985.4296875,154.3000030517578,64.30999755859375,102.5427017211914,84.8499984741211,15.890000343322754,,74.25,75.226806640625,9985.4296875,155.75,65.16000366210938,104.11725616455078,86.5,16.100000381469727,,74.79000091552734,76.2815170288086,10092.669921875,151.6999969482422,62.83000183105469,100.67292022705078,83.2699966430664,15.524999618530273,,73.3499984741211,74.2802734375,9832.8203125,152.5,63.25,101.06655883789062,83.5999984741211,15.600000381469727,,73.75,74.72199249267578,9832.8203125,1619622,3687729,2469197,1766974,9320857,,5782531,3149193,99681300.0
2016-01-13,91.07425689697266,36.221073150634766,76.73564147949219,46.41290283203125,10.651317596435547,,62.10755920410156,52.903785705566406,9960.9599609375,154.5500030517578,64.27999877929688,102.69031524658203,82.88999938964844,15.90999984741211,,73.7300033569336,74.93833923339844,9960.9599609375,157.5,65.94999694824219,105.00294494628906,86.63999938964844,16.280000686645508,,74.70999908447266,76.45278930664062,10164.0498046875,154.25,63.97999954223633,102.39508819580078,82.0999984741211,15.864999771118164,,73.4800033569336,74.64086151123047,9929.0703125,155.89999389648438,65.2699966430664,103.96964263916016,86.26000213623047,16.06999969482422,,74.51000213623047,76.18235778808594,10112.349609375,1458774,3118637,2030776,2155809,10349713,,3165341,2973323,93643400.0
